2006-2012.funcionpublica.gob.mx~SFP~Secretaría de la Función Pública
2006-2012.semar.gob.mx~SEMAR~Secretaría de Marina
agenciasindautor.cultura.gob.mx~Cultura~Secretaría de Cultura
agendadigital.cultura.gob.mx~Cultura~Secretaría de Cultura
app.sct.gob.mx/sibuac_internet~SCT~Secretaria de Comunicaciones y Transportes
appsdev.semarnat.gob.mx~SEMARNAT~Secretaría de Medio Ambiente y Recursos Naturales
becas.sep.gob.mx~SEP~Secretaría de Educación Pública
besop.funcionpublica.gob.mx~SFP~Secretaría de la Función Pública
biblioteca.semarnat.gob.mx~SEMARNAT~Secretaría de Medio Ambiente y Recursos Naturales
bibliotecavirtualdemexico.cultura.gob.mx~Cultura~Secretaría de Cultura
bienestar.gob.mx~Bienestar~Secretaría de Bienestar
buenavista.cultura.gob.mx~Cultura~Secretaría de Cultura
calidad.salud.gob.mx~SSA~Secretaría de Salud
capbesop.funcionpublica.gob.mx~SFP~Secretaría de la Función Pública
cedocvirtual.sectur.gob.mx~SECTUR~Secretaría de Turismo
cedulaprofesional.sep.gob.mx~SEP~Secretaría de Educación Pública
centrodelaimagen.cultura.gob.mx~Cultura~Secretaría de Cultura
cfdiau.sat.gob.mx~SHCP~Secretario de Hacienda y Crédito Público
cgutyp.sep.gob.mx~SEP~Secretaría de Educación Pública
citas.sat.gob.mx~SHCP~Secretario de Hacienda y Crédito Público
citas.sre.gob.mx~SRE~Secretaría de Relaciones Exteriores
cmdrs.agricultura.gob.mx~SADER~Secretaría de Agricultura y Desarrollo Rural
colaboracion.agricultura.gob.mx~SADER~Secretaría de Agricultura y Desarrollo Rural
compranet-pa.funcionpublica.gob.mx~SFP~Secretaría de la Función Pública
comprasep.sep.gob.mx~SEP~Secretaría de Educación Pública
comunidades.sct.gob.mx~SCT~Secretaria de Comunicaciones y Transportes
datos.covid-19.conacyt.mx~SEP~Secretaría de Educación Pública
conasetra.stps.gob.mx~STPS~Secretaría del Trabajo y Previsión Social
congresonacionaldebibliotecaspublicas.cultura.gob.mx~Cultura~Secretaría de Cultura
conocetuinspector.stps.gob.mx~STPS~Secretaría del Trabajo y Previsión Social
consulmex.sre.gob.mx~SRE~Secretaría de Relaciones Exteriores
consultaspublicas.semarnat.gob.mx~SEMARNAT~Secretaría de Medio Ambiente y Recursos Naturales
coronavirus.gob.mx~EDN~Estrategia Digital Nacional
cursosenlinea.funcionpublica.gob.mx~SFP~Secretaría de la Función Pública
datos.gob.mx/busca/organization/sener~SENER~Secretaría de Energía
declaranet.gob.mx~SFP~Secretaría de la Función Pública
dgb.cultura.gob.mx~Cultura~Secretaría de Cultura
dgdge.sep.gob.mx~SEP~Secretaría de Educación Pública
dgdif.salud.gob.mx~SSA~Secretaría de Salud
dgeiawf.semarnat.gob.mx~SEMARNAT~Secretaría de Medio Ambiente y Recursos Naturales
digaohm.semar.gob.mx~SEMAR~Secretaría de Marina
digitaliza.energia.gob.mx~SENER~Secretaría de Energía
directorio.sre.gob.mx~SRE~Secretaría de Relaciones Exteriores
directoriosancionados.funcionpublica.gob.mx~SFP~Secretaría de la Función Pública
dosbocas.energia.gob.mx~SENER~Secretaría de Energía
dsa.sep.gob.mx~SEP~Secretaría de Educación Pública
educacionbasica.sep.gob.mx~SEP~Secretaría de Educación Pública
educacionsuperior.sep.gob.mx~SEP~Secretaría de Educación Pública
elearning.semarnat.gob.mx~SEMARNAT~Secretaría de Medio Ambiente y Recursos Naturales
estadisticashidrocarburos.energia.gob.mx~SENER~Secretaría de Energía
estrategiadigital.sectur.gob.mx~SECTUR~Secretaría de Turismo
evaluacion.agricultura.gob.mx~SADER~Secretaría de Agricultura y Desarrollo Rural
extensionismo.agricultura.gob.mx~SADER~Secretaría de Agricultura y Desarrollo Rural
extranet.bienestar.gob.mx~Bienestar~Secretaría de Bienestar
fais.bienestar.gob.mx~Bienestar~Secretaría de Bienestar
